,centrocosto,financiadortipo,financiador,tipoimputacion,imputacion,importeimp,fechacobro,tipofactura,factura,fechaemision,importe,fechaentrega
3116,Seguridad Social y Privados,OS NACIONAL,"O.S. DEL PERS. DEL TURISMO, HOTELERO Y GASTRON.   ",RECX2  ,7093,2110897.32,9/15/2020,FACB2  ,6388,10/31/2019,762673,11/27/2019
3237,Seguridad Social y Privados,NINGUNO,ASOC. CAMPESINOS TABACALEROS INDEP. MISIONES      ,RECX2  ,7147,181539.4,9/21/2020,FACB2  ,5894,8/26/2019,402346.52,11/27/2019
4884,Seguridad Social y Privados,PROVINCIA,MINISTERIO DE SALUD DE LA PROVINCIA DE SANTA CRUZ ,RECX2  ,7879,22811,11/30/2020,FACB2  ,5926,8/28/2019,22811,11/27/2019
1,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA BOTONERA ,RECX2  ,5324,38286.33,1/3/2020,FACB2  ,6471,11/15/2019,38286.33,11/26/2019
18,Seguridad Social y Privados,OS NACIONAL,"O.S. DE EMPRESARIOS, PROFES. Y MONOTRIBUTISTAS    ",RECX2  ,5342,424402.02,1/9/2020,FACA2  ,2184,10/31/2019,814201.34,11/26/2019
35,Seguridad Social y Privados,NINGUNO,ASOCIACION MUTUAL RURALISTA                       ,RECX2  ,5360,19750,1/10/2020,FACB2  ,6311,10/24/2019,19750,11/26/2019
110,Seguridad Social y Privados,PROVINCIA,SECRETARIA DE SALUD DE CHUBUT SISTEMA PROVINCIAL D,RECX2  ,5399,60954,1/15/2020,FACB2  ,6518,11/21/2019,60954,11/26/2019
157,Seguridad Social y Privados,NINGUNO,OSPERSAAMS                                        ,RECX2  ,5435,819508.69,1/21/2020,FACB2  ,6051,9/20/2019,820730,11/26/2019
452,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE SOCIEDADES DE AUTORES ,RECX2  ,5531,115541.54,1/29/2020,FACB2  ,6467,11/14/2019,128201.54,11/26/2019
541,Seguridad Social y Privados,OS PROVINCIAL,INST. PROVINCIAL DE SALUD DE LA PROVINCIA DE SALTA,RECX2  ,5590,71571.18,2/7/2020,FACB2  ,6448,11/12/2019,71571.18,11/26/2019
752,Seguridad Social y Privados,OS NACIONAL,O.S. PERS DE EDIF DE RENTA Y HOR DE CABA Y GRAN BA,RECX2  ,5722,75537,2/26/2020,FACB2  ,6326,10/27/2019,75537,11/26/2019
1002,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA ACTIVIDAD DEL TURF ,RECX2  ,5918,718418.22,3/30/2020,FAECA  ,58,11/22/2019,458739.4,11/26/2019
1322,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL PODER JUDICIAL DE LA NACION           ,RECX2  ,6159,32176,5/20/2020,FACB2  ,6466,11/14/2019,32176,11/26/2019
1437,Seguridad Social y Privados,MUTUAL,ASOC MUTUAL DEL PERS JERARQ DE BANCOS OFIC NAC    ,RECX2  ,6221,118524.68,5/29/2020,FACB2  ,5976,9/4/2019,119720.68,11/26/2019
1736,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE AERONAVEGANTES                     ,RECX2  ,6358,2277629.02,6/22/2020,FACB2  ,6449,11/12/2019,1857753.02,11/26/2019
526,Seguridad Social y Privados,OS NACIONAL,VANSAL- ADMINISTRAR SALUD S.A. (UAI SALUD)        ,RECX2  ,5586,85059,2/6/2020,FACA2  ,2197,11/13/2019,22347,11/25/2019
576,Seguridad Social y Privados,NINGUNO,DIR GRAL SERV SOC PERS MUNIC CONCEPCION URUGUAY   ,RECX2  ,5623,32785,2/11/2020,FACB2  ,6281,10/22/2019,32785,11/25/2019
202,Seguridad Social y Privados,MEDICINA PREPAGA,SWISS MEDICAL S.A.                                ,RECX2  ,5471,453083.31,1/22/2020,FAECA  ,57,11/21/2019,453083.31,11/22/2019
582,Seguridad Social y Privados,OS NACIONAL,O.S. DEL PERS. DE TELECOMUNIC. SINDICATO BS. AS.  ,RECX2  ,5619,28117,2/11/2020,FACA2  ,2200,11/15/2019,28117,11/22/2019
116,Seguridad Social y Privados,MEDICINA PREPAGA,MEDICUS S.A.                                      ,RECX2  ,5404,146086.88,1/15/2020,FAECA  ,54,11/15/2019,205377,11/21/2019
206,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL GRAFICO                  ,RECX2  ,5439,868370.88,1/22/2020,FACB2  ,6386,10/31/2019,296235.76,11/21/2019
232,Seguridad Social y Privados,OS NACIONAL,O.S. PERS DE EDIF DE RENTA Y HOR DE LA REP ARG    ,RECX2  ,5488,1126,1/27/2020,FACB2  ,6333,10/28/2019,244293.19,11/21/2019
476,Seguridad Social y Privados,MEDICINA PREPAGA,COBENSIL S.A. (COBERMED)                          ,RECX2  ,5549,71020.04,1/31/2020,FACA2  ,2190,11/11/2019,54355.04,11/21/2019
479,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE EMPLEADOS DE DESPACHANTES DE ADUANA,RECX2  ,5547,85326.61,1/31/2020,FACB2  ,6353,10/29/2019,27673.61,11/21/2019
653,Seguridad Social y Privados,OS NACIONAL,O. S. CONDUCT. DE TRANS. DE COLECTIVO DE PASAJEROS,RECX2  ,5691,965394.94,2/19/2020,FACB2  ,6300,10/24/2019,1110507.33,11/21/2019
883,Seguridad Social y Privados,OS NACIONAL,Serve salud                                       ,RECX2  ,5838,270250.52,3/12/2020,FACA2  ,2192,11/12/2019,49006,11/21/2019
905,Seguridad Social y Privados,NINGUNO,OBRA SOCIAL PERS DE LA ACTIV AZUCARERA TUCUMANA   ,RECX2  ,5852,659300,3/16/2020,FACB2  ,6308,10/24/2019,637269,11/21/2019
37,Seguridad Social y Privados,PROVINCIA,MINISTERIO DE SALUD DE LA PROV. DE CHUBUT         ,RECX2  ,5354,12574,1/10/2020,FACB2  ,6455,11/12/2019,12574,11/20/2019
142,Seguridad Social y Privados,OS NACIONAL,O.S. PERS. JERARQ. DE LA IND. GRAF. y AGUA y ENERG,RECX2  ,5416,76944,1/16/2020,FACB2  ,6443,11/11/2019,77549,11/20/2019
152,Seguridad Social y Privados,OS PROVINCIAL,INST. PROVINCIAL DE SALUD DE LA PROVINCIA DE SALTA,RECX2  ,5420,480394.3,1/17/2020,FACB2  ,6389,10/31/2019,480394.3,11/20/2019
159,Seguridad Social y Privados,MUTUAL,ASOCIACION MUTUAL SANCOR                          ,RECX2  ,5434,122657.25,1/21/2020,FACB2  ,6461,11/13/2019,124982,11/20/2019
214,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVID,RECX2  ,5474,11233957.56,1/23/2020,FACB2  ,6364,10/30/2019,14504062.54,11/20/2019
633,PAMI,PAMI,I.N.S.S.J y P.                                    ,RECX2  ,5670,96410.26,2/18/2020,FACB2  ,6502,11/20/2019,96410.26,11/20/2019
835,Seguridad Social y Privados,OS PROVINCIAL,INSTITUTO AUTARQUICO PROV. OS. SOC. DE SANTA FE   ,RECX2  ,5799,34575.3,3/9/2020,FACB2  ,6316,10/25/2019,34784,11/20/2019
864,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE PRENSA DE MAR DEL PLAT,RECX2  ,5818,15116,3/10/2020,FACB2  ,6166,10/2/2019,15116,11/20/2019
3719,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVID,RECX2  ,7423,1578309.76,10/16/2020,FACB2  ,6364,10/30/2019,14504062.54,11/20/2019
462,Seguridad Social y Privados,MEDICINA PREPAGA,SOCIEDAD ITALIANA DE BENEFICENCIA EN BUENOS AIRES ,RECX2  ,5521,127955,1/29/2020,FAECA  ,53,11/15/2019,127955,11/19/2019
133,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE COMISARIOS NAVALES                 ,RECX2  ,5386,277150,1/15/2020,FAECA  ,47,11/13/2019,417987,11/14/2019
1013,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE COMISARIOS NAVALES                 ,RECX2  ,5932,110020,3/30/2020,FAECA  ,47,11/13/2019,417987,11/14/2019
824,Seguridad Social y Privados,OS NACIONAL,O.S. DE LA FED. ARG. DEL TRAB. DE LAS UNIV. NAC.  ,RECX2  ,5795,430623,3/9/2020,FAECA  ,41,10/30/2019,430623,11/13/2019
1135,INCLUIR,NINGUNO,AGENCIA NACIONAL DE DISCAPACIDAD                  ,RECX2  ,6021,9352350,4/24/2020,FACB2  ,6438,11/11/2019,18704700,11/12/2019
1138,INCLUIR,NINGUNO,AGENCIA NACIONAL DE DISCAPACIDAD                  ,RECX2  ,6020,9352350,4/24/2020,FACB2  ,6438,11/11/2019,18704700,11/12/2019
1763,Seguridad Social y Privados,OS NACIONAL,O.S. DEL PERSONAL DE LA INDUSTRIA DEL FIBROCEMENTO,RECX2  ,6361,713294.65,6/23/2020,FACA2  ,2172,10/22/2019,713294.65,11/7/2019
236,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL SINDICATO DE MECANICOS Y AFINES DE,RECX2  ,5490,4008348.26,1/27/2020,FACA2  ,2170,10/22/2019,505011.19,11/6/2019
449,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LOS TRABAJADORES DE LAS COMUNICACIO,RECX2  ,5524,96640.29,1/29/2020,FACB2  ,6348,10/29/2019,96640.29,11/6/2019
705,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE EMPLEADOS DE LA INDUSTRIA DEL VIDRI,RECX2  ,5716,221225.23,2/21/2020,FACA2  ,2164,10/21/2019,396966.12,11/6/2019
711,Seguridad Social y Privados,OS NACIONAL,FEDERACION DE CAMARAS Y CENTROS COMERCIALES ZONALE,RECX2  ,5710,1398291.36,2/21/2020,FACB2  ,6286,10/23/2019,815028.08,11/6/2019
2262,Seguridad Social y Privados,OS NACIONAL,"OBRA SOCIAL DEL PERSONAL DE PELUQUERIAS, ESTETICAS",RECX2  ,6666,73321,7/31/2020,FACB2  ,7261,2/14/2020,80499,3/10/2020
3111,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE INSTALACIONES SANITARI,RECX2  ,7087,28970,9/11/2020,FACB2  ,6313,10/25/2019,28970,11/6/2019
62,Seguridad Social y Privados,OS NACIONAL,O S DE CAPITANES BAQUEANOS FLUVIALES MARINA MERC  ,RECX2  ,5363,83800.58,1/14/2020,FACB2  ,6336,10/28/2019,38125.85,11/5/2019
63,Seguridad Social y Privados,OS NACIONAL,O S DE CAPITANES BAQUEANOS FLUVIALES MARINA MERC  ,RECX2  ,5364,86122.56,1/14/2020,FACB2  ,6336,10/28/2019,38125.85,11/5/2019
70,Seguridad Social y Privados,OS NACIONAL,O S DE CAPITANES BAQUEANOS FLUVIALES MARINA MERC  ,RECX2  ,5366,88521.95,1/14/2020,FACB2  ,6336,10/28/2019,38125.85,11/5/2019
74,Seguridad Social y Privados,OS NACIONAL,O S DE CAPITANES BAQUEANOS FLUVIALES MARINA MERC  ,RECX2  ,5367,90843.94,1/14/2020,FACB2  ,6336,10/28/2019,38125.85,11/5/2019
78,Seguridad Social y Privados,OS NACIONAL,O S DE CAPITANES BAQUEANOS FLUVIALES MARINA MERC  ,RECX2  ,5368,93165.93,1/14/2020,FACB2  ,6336,10/28/2019,38125.85,11/5/2019
79,Seguridad Social y Privados,OS NACIONAL,O S DE CAPITANES BAQUEANOS FLUVIALES MARINA MERC  ,RECX2  ,5369,95642.74,1/14/2020,FACB2  ,6336,10/28/2019,38125.85,11/5/2019
86,Seguridad Social y Privados,OS NACIONAL,O S DE CAPITANES BAQUEANOS FLUVIALES MARINA MERC  ,RECX2  ,5370,97887.33,1/14/2020,FACB2  ,6336,10/28/2019,38125.85,11/5/2019
90,Seguridad Social y Privados,OS NACIONAL,O S DE CAPITANES BAQUEANOS FLUVIALES MARINA MERC  ,RECX2  ,5371,100209.31,1/14/2020,FACB2  ,6336,10/28/2019,38125.85,11/5/2019
94,Seguridad Social y Privados,OS NACIONAL,O S DE CAPITANES BAQUEANOS FLUVIALES MARINA MERC  ,RECX2  ,5372,102686.1,1/14/2020,FACB2  ,6336,10/28/2019,38125.85,11/5/2019
95,Seguridad Social y Privados,OS NACIONAL,O S DE CAPITANES BAQUEANOS FLUVIALES MARINA MERC  ,RECX2  ,5373,105008.09,1/14/2020,FACB2  ,6336,10/28/2019,38125.85,11/5/2019
154,Seguridad Social y Privados,OS NACIONAL,O.S. PERS DE EDIF DE RENTA Y HOR DE CABA Y GRAN BA,RECX2  ,5424,952306.48,1/20/2020,FACB2  ,6304,10/24/2019,1547120.29,11/5/2019
169,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL MUTUALIDAD INDUSTRIAL TEXTIL ARGENTINA,RECX2  ,5461,76950.16,1/22/2020,FACA2  ,2182,10/28/2019,76950.16,11/5/2019
181,Seguridad Social y Privados,MEDICINA PREPAGA,HOMINIS S.A.                                      ,RECX2  ,5470,101476,1/22/2020,FACA2  ,2174,10/23/2019,101476,11/5/2019
191,Seguridad Social y Privados,OS NACIONAL,O. S. DE LOS TRAB. DE LA CARNE Y AFINES DE LA REP.,RECX2  ,5455,29161.9,1/22/2020,FACB2  ,6345,10/29/2019,29161.9,11/5/2019
199,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL FERROVIARIA                           ,RECX2  ,5472,118956.15,1/22/2020,FACB2  ,6298,10/24/2019,118956.15,11/5/2019
207,Seguridad Social y Privados,OS NACIONAL,O.S. DEL PERSONAL DE LA INDUSTRIA DEL PLASTICO    ,RECX2  ,5480,435628.86,1/23/2020,FACB2  ,6302,10/24/2019,444765.86,11/5/2019
506,Seguridad Social y Privados,OS PROVINCIAL,INSTITUTO DE OBRA SOCIAL DE CORRIENTES            ,RECX2  ,5574,20485.59,2/4/2020,FACB2  ,6317,10/25/2019,66707,11/5/2019
524,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE VIAJANTES VENDEDORES DE LA REPUBLIC,RECX2  ,5579,494205.99,2/5/2020,FACA2  ,2167,10/21/2019,519362.99,11/5/2019
800,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE ENTIDADES DEPORTIVAS Y,RECX2  ,5768,526618.29,3/5/2020,FACB2  ,6293,10/23/2019,529085.29,11/5/2019
1037,Seguridad Social y Privados,OS NACIONAL,O.S. DEL PERS. ADM. Y TECN. DE LA CONSTRUCC. Y AFI,RECX2  ,5951,34302.03,3/31/2020,FACB2  ,6314,10/25/2019,199015.23,11/5/2019
1071,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE MAESTRANZA            ,RECX2  ,5975,1500000,4/17/2020,FACB2  ,6346,10/29/2019,2657222.36,11/5/2019
1097,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE CHOFERES DE CAMIONES Y AFINES      ,RECX2  ,5991,5.00E+05,4/22/2020,FACB2  ,6214,10/10/2019,3158769.07,11/1/2019
1150,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE CHOFERES DE CAMIONES Y AFINES      ,RECX2  ,6078,5.00E+05,4/30/2020,FACB2  ,6214,10/10/2019,3158769.07,11/1/2019
1152,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE CHOFERES DE CAMIONES Y AFINES      ,RECX2  ,6085,5.00E+05,4/30/2020,FACB2  ,6214,10/10/2019,3158769.07,11/1/2019
171,Seguridad Social y Privados,MUTUAL,ASOCIACION MUTUAL MEDICA DEL OESTE                ,RECX2  ,5453,11259,1/22/2020,FACB2  ,6283,10/23/2019,17273,10/31/2019
3327,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA ACTIVIDAD DEL TURF ,RECX2  ,7199,13290.78,9/24/2020,FAECA  ,42,10/31/2019,341414.6,10/31/2019
3636,Seguridad Social y Privados,MUTUAL,ASOCIACION MUTUAL MEDICA DEL OESTE                ,RECX2  ,7346,6014,10/13/2020,FACB2  ,6283,10/23/2019,17273,10/31/2019
17,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL PERSONAL CARGA Y DESCARGA             ,RECX2  ,5338,125190.14,1/8/2020,FACB2  ,6264,10/21/2019,130957.14,10/30/2019
106,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL SERVICIOS SOCIALES BANCARIOS          ,RECX2  ,5391,812629.27,1/15/2020,FACB2  ,6287,10/23/2019,813015.27,10/30/2019
109,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA ACTIVIDAD PERFUMIST,RECX2  ,5383,50174,1/15/2020,FACB2  ,6295,10/24/2019,50174,10/30/2019
113,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE YACIMIENTOS CARBONIFEROS           ,RECX2  ,5393,34667,1/15/2020,FACB2  ,6262,10/21/2019,34667,10/30/2019
121,Seguridad Social y Privados,OS NACIONAL,O.S. DEL PERS. DE LA DIR. DE LA IND. VITIVINICOLA ,RECX2  ,5385,7727,1/15/2020,FACA2  ,2169,10/22/2019,985245.88,10/30/2019
138,Seguridad Social y Privados,OS NACIONAL,"OBRA SOCIAL DEL PERSONAL DE IMPRENTA, DIARIOS Y AF",RECX2  ,5412,10132,1/16/2020,FACB2  ,6266,10/21/2019,10132,10/30/2019
514,Seguridad Social y Privados,OS NACIONAL,ACA SALUD                                         ,RECX2  ,5563,295591,2/4/2020,FAECA  ,39,10/29/2019,295591,10/30/2019
592,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE OBREROS Y EMPLEADOS TINTOREROS SOMB,RECX2  ,5635,96992,2/11/2020,FACB2  ,6263,10/21/2019,98521,10/30/2019
593,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL PERSONAL CARGA Y DESCARGA             ,RECX2  ,5609,6221,2/11/2020,FACB2  ,6264,10/21/2019,130957.14,10/30/2019
706,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL AUXILIAR DE CASAS PARTICU,RECX2  ,5715,1412483.39,2/21/2020,FACB2  ,6267,10/21/2019,3661375.73,10/30/2019
3772,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION       ,RECX2  ,7398,392964.63,10/16/2020,FACA2  ,2175,10/23/2019,7076495.92,10/30/2019
3835,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA LECHERA  ,RECX2  ,7446,70500,10/22/2020,FACB2  ,6303,10/24/2019,70500,10/30/2019
4081,Seguridad Social y Privados,OS NACIONAL,DIRECCION DE O. S. DEL SERVICIO PENITENCIARIO FED.,RECX2  ,7590,149139.01,10/29/2020,FACB2  ,6275,10/22/2019,149139.01,10/30/2019
31,Seguridad Social y Privados,OS PROVINCIAL,INSTITUTO AUTARQUICO PROV. OS. SOC. DE SANTA FE   ,RECX2  ,5356,24448.29,1/10/2020,FACB2  ,6261,10/21/2019,24595.87,10/29/2019
267,Seguridad Social y Privados,OS NACIONAL,O. S. DE TRABAJADORES DE PRENSA DE BUENOS AIRES   ,RECX2  ,5512,331157.26,1/28/2020,FACB2  ,6294,10/24/2019,221551.85,10/29/2019
291,Seguridad Social y Privados,OS NACIONAL,O. S. DE TRABAJADORES DE PRENSA DE BUENOS AIRES   ,RECX2  ,5505,286671.6,1/28/2020,FACB2  ,6294,10/24/2019,221551.85,10/29/2019
295,Seguridad Social y Privados,OS NACIONAL,O. S. DE TRABAJADORES DE PRENSA DE BUENOS AIRES   ,RECX2  ,5508,306031.1,1/28/2020,FACB2  ,6294,10/24/2019,221551.85,10/29/2019
297,Seguridad Social y Privados,OS NACIONAL,O. S. DE TRABAJADORES DE PRENSA DE BUENOS AIRES   ,RECX2  ,5502,267929.96,1/28/2020,FACB2  ,6294,10/24/2019,221551.85,10/29/2019
321,Seguridad Social y Privados,OS NACIONAL,O. S. DE TRABAJADORES DE PRENSA DE BUENOS AIRES   ,RECX2  ,5504,280698.99,1/28/2020,FACB2  ,6294,10/24/2019,221551.85,10/29/2019
328,Seguridad Social y Privados,OS NACIONAL,O. S. DE TRABAJADORES DE PRENSA DE BUENOS AIRES   ,RECX2  ,5509,312209.66,1/28/2020,FACB2  ,6294,10/24/2019,221551.85,10/29/2019
368,Seguridad Social y Privados,OS NACIONAL,O. S. DE TRABAJADORES DE PRENSA DE BUENOS AIRES   ,RECX2  ,5510,318388.23,1/28/2020,FACB2  ,6294,10/24/2019,221551.85,10/29/2019
371,Seguridad Social y Privados,OS NACIONAL,O. S. DE TRABAJADORES DE PRENSA DE BUENOS AIRES   ,RECX2  ,5511,324772.74,1/28/2020,FACB2  ,6294,10/24/2019,221551.85,10/29/2019
377,Seguridad Social y Privados,OS NACIONAL,O. S. DE TRABAJADORES DE PRENSA DE BUENOS AIRES   ,RECX2  ,5506,293262.07,1/28/2020,FACB2  ,6294,10/24/2019,221551.85,10/29/2019
381,Seguridad Social y Privados,OS NACIONAL,O. S. DE TRABAJADORES DE PRENSA DE BUENOS AIRES   ,RECX2  ,5507,299646.59,1/28/2020,FACB2  ,6294,10/24/2019,221551.85,10/29/2019
419,Seguridad Social y Privados,OS NACIONAL,O. S. DE TRABAJADORES DE PRENSA DE BUENOS AIRES   ,RECX2  ,5501,262163.23,1/28/2020,FACB2  ,6294,10/24/2019,221551.85,10/29/2019
429,Seguridad Social y Privados,OS NACIONAL,O. S. DE TRABAJADORES DE PRENSA DE BUENOS AIRES   ,RECX2  ,5503,274520.43,1/28/2020,FACB2  ,6294,10/24/2019,221551.85,10/29/2019
765,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE PETROLEROS                         ,RECX2  ,5736,2394.79,2/28/2020,FAECA  ,34,10/24/2019,191777.38,10/29/2019
5112,Seguridad Social y Privados,OS PROVINCIAL,INST. PROVINCIAL DE SALUD DE LA PROVINCIA DE SALTA,RECX2  ,7941,26802.96,12/18/2020,FACB2  ,6237,10/17/2019,26802.96,10/29/2019
209,Seguridad Social y Privados,MEDICINA PREPAGA,VISITAR SRL                                       ,RECX2  ,5479,75249,1/23/2020,FACA2  ,2160,10/17/2019,76281,10/24/2019
771,Seguridad Social y Privados,OS NACIONAL,O.S. DE CAPITANES DE ULTRAMAR Y OFIC. DE MARINA ME,RECX2  ,5731,87263,2/28/2020,FACB2  ,6246,10/17/2019,26242,10/23/2019
954,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE TELEVISION            ,RECX2  ,5904,80784,3/19/2020,FACB2  ,6231,10/16/2019,80961,10/23/2019
3617,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL LADRILLERO               ,RECX2  ,7359,1135887.72,10/13/2020,FACB2  ,6215,10/11/2019,436600,10/23/2019
160,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL MUNICIPAL DE LA MATANZA  ,RECX2  ,5428,50000,1/21/2020,FACB2  ,6227,10/15/2019,70401,10/22/2019
265,Seguridad Social y Privados,MUTUAL,ASOCIACION MUTUAL SANCOR                          ,RECX2  ,5493,59736,1/28/2020,FACB2  ,6222,10/15/2019,59736,10/22/2019
459,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE SOCIEDADES DE AUTORES ,RECX2  ,5535,180587.22,1/29/2020,FACB2  ,6217,10/11/2019,216927.22,10/22/2019
467,Seguridad Social y Privados,OS NACIONAL,OS DE EMPL Y PERS JERARQ. DE LA ACT. DEL NEUMATICO,RECX2  ,5540,253122.2,1/30/2020,FACB2  ,6081,9/24/2019,281888.2,10/22/2019
644,Seguridad Social y Privados,MEDICINA PREPAGA,APRES  S.A.                                       ,RECX2  ,5688,21239,2/19/2020,FACA2  ,2156,10/16/2019,21239,10/22/2019
3967,Seguridad Social y Privados,OS PROVINCIAL,INSTITUTO DE PREV. y SEG. SOCIAL DE PROV. TUCUMAN ,RECX2  ,7506,41945.27,10/26/2020,FACB2  ,6213,10/10/2019,44131,10/22/2019
134,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL CALZA,RECX2  ,5410,281877.44,1/15/2020,FACB2  ,6155,9/30/2019,419554.45,10/18/2019
150,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE VENDEDORES AMBULANTES DE LA REPUBLI,RECX2  ,5423,98152.92,1/17/2020,FACB2  ,6152,9/30/2019,98152.92,10/18/2019
189,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA MADERERA ,RECX2  ,5447,132454.4,1/22/2020,FACB2  ,6199,10/9/2019,134981.4,10/18/2019
445,Seguridad Social y Privados,MEDICINA PREPAGA,CIRCULO MEDICO QUILMES                            ,RECX2  ,5517,15380.29,1/29/2020,FACA2  ,2114,10/4/2019,15380.29,10/18/2019
13,Seguridad Social y Privados,OS NACIONAL,ACTIVA SALUD S.R.L.                               ,RECX2  ,5337,14045.6,1/7/2020,FACA2  ,2106,10/2/2019,14480,10/17/2019
58,Seguridad Social y Privados,OS NACIONAL,O. S. DEL PERSONAL DE LA IND. DE LA ALIMENTACION  ,RECX2  ,5377,151423.4,1/14/2020,FACB2  ,6190,10/8/2019,151423.4,10/17/2019
909,Seguridad Social y Privados,MEDICINA PREPAGA,FEDERACION MEDICA GREMIAL DE LA CAPITAL FEDERAL   ,RECX2  ,5856,42123,3/17/2020,FACA2  ,2089,9/26/2019,42123,10/17/2019
1340,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL PODER JUDICIAL DE LA NACION           ,RECX2  ,6158,20504,5/20/2020,FACB2  ,6117,9/27/2019,20504,10/17/2019
3263,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL AERONAUTICO              ,RECX2  ,7121,180460.98,9/21/2020,FACB2  ,6162,10/2/2019,20649,10/17/2019
125,Seguridad Social y Privados,MEDICINA PREPAGA,PRIVAMED S.A.                                     ,RECX2  ,5387,9435,1/15/2020,FACA2  ,2095,9/28/2019,9435,10/16/2019
444,Seguridad Social y Privados,OS PROVINCIAL,SERVICIO MEDICO PREVISIONAL DE LA PCIA.DE LA PAMPA,RECX2  ,5518,18442,1/29/2020,FACB2  ,6202,10/9/2019,18442,10/16/2019
536,Seguridad Social y Privados,OS NACIONAL,"OS PERS ESTAC DE SERV, GARAGES, PLAYAS ESTAC Y LAV",RECX2  ,5588,2329447.72,2/6/2020,FACB2  ,6153,9/30/2019,356088.33,10/16/2019
703,Seguridad Social y Privados,OS PROVINCIAL,OBRA SOCIAL DE EMPLEADOS PUBLICOS DE CATAMARCA    ,RECX2  ,5699,48472.38,2/20/2020,FACB2  ,6151,9/30/2019,48962,10/16/2019
934,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE TELEVISION            ,RECX2  ,5905,9201,3/19/2020,FACB2  ,6142,9/28/2019,9201,10/16/2019
1070,Seguridad Social y Privados,OS NACIONAL,O.S. DE LA FED. ARG. DEL TRAB. DE LAS UNIV. NAC.  ,RECX2  ,5979,137624,4/17/2020,FAECA  ,20,10/7/2019,137624,10/16/2019
3236,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE DIRECCION PERFUMERIA  ,RECX2  ,7118,10902.89,9/21/2020,FACA2  ,2124,10/9/2019,38833,10/16/2019
127,Seguridad Social y Privados,MEDICINA PREPAGA,CIRCULO MEDICO DE LA MATANZA                      ,RECX2  ,5394,9426,1/15/2020,FACA2  ,2127,10/9/2019,10110,10/15/2019
